Métrique,Moyenne,Médiane,Écart-type,Min,Max,Percentile 5%,Percentile 95%
total_return,127.3052784943676,132.18588694190976,22.902707651614325,83.58112494659424,170.01162302970886,87.83277979221344,160.27317256727216
sharpe_ratio,8.428962284487879,8.427770306631277,1.030267439667346,6.185479354882108,11.33319498450455,7.071082774633493,10.159213769716152
max_drawdown,-8.179028167421347,-7.969843098618922,2.9938488490145305,-19.022821658469667,-3.6126574630737305,-13.180418867605237,-4.4853064611481095
