Date,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,UNH,JNJ,JPM,V,PG,MA,HD,CVX,MRK,LLY,PEP,KO,ABBV,BAC,AVGO,TMO,COST,DIS,PFE,ABT,ACN,WMT,MCD,ADBE,CSCO,VZ,NKE,TXN,CMCSA,CRM,DHR,BMY,NEE,PM,RTX,HON,LIN,UNP,IBM,LOW,UPS,QCOM,AMGN,SPGI,CAT,MS,GS,BLK,INTU,PLD,DE,MDT,AXP,LMT,AMAT,BKNG,TJX,CI,GILD,ADI,C,SBUX,MMC,VRTX,ISRG,MDLZ,SYK,ADP,REGN,ZTS,SO,BSX,ELV,TMUS,LRCX,EOG,FIS,ETN,ITW,SLB,CME,BDX,TGT,AON,CL,MU,CSX,WM,FCX,NOC,HUM,PYPL,AMT
2018-01-02 00:00:00-05:00,40.30418395996094,79.05039978027344,53.25809097290039,59.45050048828125,4.928532600402832,180.16151428222656,21.368667602539062,194.59161376953125,111.35301208496094,86.34088897705078,108.11190795898438,72.8249740600586,145.05812072753906,154.8210906982422,90.32742309570312,41.90156555175781,75.02670288085938,92.42118835449219,35.492733001708984,69.34371185302734,24.776775360107422,21.130895614624023,188.9420166015625,168.49815368652344,106.22452545166016,23.830408096313477,50.822940826416016,136.70782470703125,28.91442108154297,143.57913208007812,177.6999969482422,30.433557510375977,34.22001647949219,57.30455780029297,83.80711364746094,31.17898178100586,103.15663146972656,78.95355987548828,45.551109313964844,31.77881622314453,68.77151489257812,66.86641693115234,117.66826629638672,137.7333984375,113.86377716064453,103.41283416748047,78.69845581054688,91.0940170288086,52.95181655883789,137.77517700195312,156.72402954101562,131.54380798339844,40.839725494384766,214.26597595214844,416.6640319824219,149.86431884765625,51.270606994628906,140.2466583251953,67.06232452392578,88.5715560913086,257.2745056152344,48.43459701538086,1756.0169677734375,34.23371505737305,185.18527221679688,54.853790283203125,77.84526062011719,56.579593658447266,48.090309143066406,70.32394409179688,152.91000366210938,125.08333587646484,34.9993782043457,144.8760986328125,97.94287872314453,380.4897766113281,67.10475158691406,33.953895568847656,25.280000686645508,203.55662536621094,61.86941909790039,16.891469955444336,81.04901123046875,81.104248046875,67.4030990600586,136.2181854248047,54.936546325683594,110.01053619384766,148.3201904296875,53.56399154663086,122.6592788696289,61.73604202270508,42.60867691040039,16.86646842956543,75.05437469482422,17.888092041015625,267.9113464355469,235.2711944580078,73.66969299316406,114.9718246459961
2018-01-03 00:00:00-05:00,40.29715347290039,79.41826629638672,54.16672897338867,60.209999084472656,5.252898216247559,183.38897705078125,21.149999618530273,196.6328887939453,112.41671752929688,86.42886352539062,109.18819427490234,72.73662567138672,146.88201904296875,155.6280517578125,90.98585510253906,41.841957092285156,75.43425750732422,92.17853546142578,35.414798736572266,70.42884826660156,24.693910598754883,21.361980438232422,192.4079132080078,170.52027893066406,106.68058776855469,24.006996154785156,50.9353141784668,137.3387451171875,29.16663932800293,142.97410583496094,181.0399932861328,30.676326751708984,33.51683044433594,57.29553985595703,86.07752990722656,30.67792510986328,104.02606201171875,80.00411987304688,45.58824920654297,31.10468292236328,68.6858901977539,67.84728240966797,116.69606018066406,138.88858032226562,114.5010986328125,106.25543975830078,79.0420150756836,93.11224365234375,53.552818298339844,140.37501525878906,159.24099731445312,131.744873046875,40.94927978515625,212.2714080810547,421.0601501464844,150.2798309326172,51.174476623535156,140.88572692871094,68.45723724365234,89.11760711669922,259.43096923828125,49.29297637939453,1794.7923583984375,33.61770248413086,188.2935791015625,55.268348693847656,78.8110122680664,56.754600524902344,48.99153518676758,71.24232482910156,152.00999450683594,127.94000244140625,35.13966751098633,145.69264221191406,99.0068359375,391.60809326171875,67.4133071899414,33.75954818725586,25.559999465942383,206.39378356933594,61.45399475097656,17.178821563720703,82.25768280029297,81.5802993774414,69.77921295166016,136.78689575195312,56.366878509521484,111.7732925415039,149.7841033935547,53.19967269897461,124.61825561523438,61.497772216796875,43.88684844970703,17.079023361206055,76.14398956298828,17.61664581298828,269.1488952636719,234.93467712402344,76.57298278808594,115.41987609863281
2018-01-04 00:00:00-05:00,40.484336853027344,80.11727142333984,54.377140045166016,60.47949981689453,5.280587673187256,183.0513458251953,20.974666595458984,197.48638916015625,112.40874481201172,87.6670150756836,109.59419250488281,73.25076293945312,148.7822265625,156.86309814453125,90.70269012451172,42.52018356323242,75.77096557617188,92.63255310058594,35.91359329223633,70.0272216796875,25.0170841217041,21.369108200073242,194.81642150878906,169.196044921875,106.6330795288086,24.059297561645508,50.8488655090332,138.96498107910156,29.193029403686523,143.9770050048828,183.22000122070312,30.763134002685547,33.625511169433594,57.259437561035156,85.96639251708984,30.875322341918945,105.39936828613281,80.38846588134766,46.17903518676758,30.94484519958496,68.1654281616211,68.06119537353516,118.27297973632812,141.0667266845703,113.88053894042969,108.40747833251953,79.6604995727539,93.71623992919922,53.62591552734375,139.78343200683594,161.62750244140625,133.55421447753906,41.5753059387207,215.23806762695312,426.6186828613281,152.97080993652344,50.14923095703125,141.69338989257812,68.62039947509766,90.59989929199219,263.8811950683594,49.576053619384766,1778.1546630859375,33.6712760925293,189.2809295654297,54.70573043823242,78.72476959228516,57.45462417602539,49.17511749267578,71.98580169677734,153.07000732421875,125.63999938964844,35.222190856933594,145.64678955078125,99.95256805419922,380.8377990722656,67.81536102294922,33.615577697753906,25.31999969482422,207.34849548339844,60.86466979980469,17.25735092163086,82.27250671386719,82.18620300292969,69.03560638427734,136.94351196289062,57.76557540893555,112.96614074707031,150.46498107910156,52.154212951660156,126.32534790039062,61.892154693603516,45.74066925048828,16.998186111450195,76.7977523803711,17.860939025878906,270.8165283203125,241.5540771484375,76.55303192138672,113.73355102539062
2018-01-05 00:00:00-05:00,40.94525909423828,81.11056518554688,55.09819412231445,61.457000732421875,5.325338363647461,185.55384826660156,21.10533332824707,201.25222778320312,113.33650970458984,87.10421752929688,112.21885681152344,73.29896545410156,151.86648559570312,158.5016326904297,90.55398559570312,42.47545623779297,76.70124816894531,92.89871978759766,35.905799865722656,71.24622344970703,25.133092880249023,21.495725631713867,198.15509033203125,167.98817443847656,106.05352020263672,24.10508918762207,50.99583435058594,140.11131286621094,29.36606788635254,144.2671661376953,185.33999633789062,31.189184188842773,33.54879379272461,57.74680709838867,86.62528228759766,31.15620231628418,106.80233001708984,80.89238739013672,46.28373336791992,31.086238861083984,68.71222686767578,68.64556121826172,119.09978485107422,142.30130004882812,115.33130645751953,108.93714141845703,81.37842559814453,94.00350952148438,53.983253479003906,140.61630249023438,163.79022216796875,135.6650848388672,41.55965805053711,214.1402587890625,430.25335693359375,154.95359802246094,50.109188079833984,142.29696655273438,69.77874755859375,90.8065414428711,266.2718505859375,49.859134674072266,1794.182373046875,34.439064025878906,192.48988342285156,55.16469192504883,79.0438232421875,57.37852478027344,49.74254608154297,72.4843978881836,155.69000244140625,126.336669921875,35.676063537597656,147.77545166015625,99.89344024658203,382.9759826660156,68.59140014648438,33.67314910888672,25.969999313354492,211.0683135986328,62.41043472290039,17.526857376098633,83.17720031738281,82.65362548828125,69.56556701660156,136.84458923339844,58.160675048828125,113.70313262939453,151.20706176757812,52.708621978759766,127.39812469482422,61.96610641479492,44.68691635131836,17.279600143432617,76.70186614990234,18.005708694458008,270.52691650390625,247.13575744628906,78.51848602294922,114.46672821044922
2018-01-08 00:00:00-05:00,40.79317855834961,81.19335174560547,55.292724609375,62.34349822998047,5.488508224487305,186.9739532470703,22.42733383178711,197.7591094970703,113.48043060302734,87.23286437988281,112.67204284667969,73.6845932006836,152.32562255859375,158.12286376953125,91.00003051757812,42.22951889038086,76.3114013671875,92.36637115478516,35.85124588012695,70.10472106933594,24.95907974243164,21.547163009643555,198.47821044921875,168.64129638671875,104.53329467773438,23.836950302124023,50.8488655090332,141.23097229003906,29.800128936767578,144.1676483154297,185.0399932861328,31.512670516967773,33.49126052856445,58.26128005981445,87.0380859375,30.7310733795166,107.5531997680664,81.35360717773438,46.29868698120117,31.342376708984375,68.60682678222656,69.2977294921875,118.45675659179688,142.24835205078125,116.9330062866211,109.5941162109375,80.4936752319336,95.14522552490234,53.82081985473633,140.577392578125,165.16989135742188,139.07427978515625,41.38749313354492,211.03106689453125,433.4625549316406,155.04811096191406,50.69389724731445,142.99813842773438,69.75426483154297,89.9710464477539,265.044189453125,51.06451416015625,1821.9974365234375,33.76947784423828,190.3597412109375,55.07586669921875,79.18179321289062,56.708946228027344,49.492218017578125,71.71465301513672,156.88999938964844,130.6199951171875,35.49452209472656,149.79400634765625,99.58946228027344,370.4653625488281,69.41419982910156,33.975486755371094,25.809999465942383,208.7986297607422,62.89348602294922,17.658937454223633,83.57758331298828,82.86135864257812,70.112548828125,138.11387634277344,59.10895538330078,115.28346252441406,150.74411010742188,53.20758819580078,127.40741729736328,62.05647277832031,44.4429931640625,17.584957122802734,76.75421905517578,17.924278259277344,270.56201171875,241.7317352294922,78.86768341064453,115.68872833251953
2018-01-09 00:00:00-05:00,40.788509368896484,81.13815307617188,55.222251892089844,62.6349983215332,5.487025260925293,186.56674194335938,22.246000289916992,198.7445526123047,115.2799301147461,87.6750717163086,112.45487213134766,73.14633178710938,152.54559326171875,158.99566650390625,90.51150512695312,42.33385467529297,76.24940490722656,92.43685150146484,36.03050231933594,70.6331787109375,25.08338165283203,21.248817443847656,201.78749084472656,166.6818389892578,104.45729064941406,23.81079864501953,50.9353141784668,141.70199584960938,29.442323684692383,143.8444061279297,186.6999969482422,31.315410614013672,33.368412017822266,57.84609603881836,87.63347625732422,30.82976531982422,107.8397216796875,84.22340393066406,46.253822326660156,31.112882614135742,69.10089874267578,70.05427551269531,119.42897033691406,143.63290405273438,118.2412109375,109.8354721069336,81.2152099609375,95.10103607177734,53.0086784362793,142.74131774902344,165.22584533691406,139.40933227539062,41.70832061767578,212.81613159179688,437.10546875,156.0229034423828,50.1812744140625,146.9833984375,70.05608367919922,90.303466796875,266.94232177734375,50.096553802490234,1835.2603759765625,33.7025146484375,190.039794921875,57.814849853515625,79.01795196533203,57.30242919921875,49.383724212646484,71.71465301513672,156.00999450683594,132.53334045410156,35.478031158447266,147.51852416992188,100.28189849853516,366.61669921875,70.2276611328125,33.5507926940918,27.959999084472656,211.35658264160156,63.37654113769531,17.631269454956055,82.83609771728516,83.12967681884766,70.0698471069336,139.1771240234375,59.187965393066406,115.96731567382812,154.16212463378906,54.759925842285156,127.72456359863281,62.1468391418457,41.925689697265625,17.740623474121094,76.44038391113281,17.118999481201172,272.4315490722656,245.9670867919922,79.00735473632812,114.90666961669922
2018-01-10 00:00:00-05:00,40.779136657714844,80.77027130126953,55.09074783325195,62.71649932861328,5.5300445556640625,186.53697204589844,22.31999969482422,197.26641845703125,115.14393615722656,88.63983154296875,112.33214569091797,72.68038940429688,152.88990783691406,157.92527770996094,91.09208679199219,42.70651626586914,76.28484344482422,91.96715545654297,35.905799865722656,70.24563598632812,25.31540298461914,20.800098419189453,201.9734649658203,165.90341186523438,104.01072692871094,23.85003089904785,50.85752487182617,141.2042999267578,29.231155395507812,143.8195343017578,187.11000061035156,31.48899269104004,33.42013931274414,57.96343994140625,87.08570861816406,31.19416618347168,107.4939193725586,83.90738677978516,46.37348175048828,30.856740951538086,69.58840942382812,70.38294982910156,120.25570678710938,143.4036102294922,117.15104675292969,110.07012176513672,80.88882446289062,95.6019287109375,53.000572204589844,142.3365478515625,163.7063446044922,138.94027709960938,42.20132064819336,213.1429901123047,435.1651916503906,154.75465393066406,49.21208190917969,146.39755249023438,69.73794555664062,90.93230438232422,267.3784484863281,48.67201232910156,1842.7576904296875,34.04623794555664,189.32666015625,58.26642608642578,77.69868469238281,57.5611457824707,49.917789459228516,70.98867797851562,157.3800048828125,141.25332641601562,35.18092727661133,146.38084411621094,99.3445816040039,364.43878173828125,69.10568237304688,33.082916259765625,27.520000457763672,210.66302490234375,61.724510192871094,17.10386085510254,83.05855560302734,84.20298767089844,70.48865509033203,137.8996124267578,59.74112319946289,116.17247772216797,152.89561462402344,56.019248962402344,127.48201751708984,61.47314453125,42.25742721557617,17.507123947143555,76.07425689697266,17.652835845947266,269.991455078125,245.9857940673828,79.18694305419922,112.10428619384766
2018-01-11 00:00:00-05:00,41.01076889038086,81.00939178466797,55.18553924560547,63.83399963378906,5.539935111999512,186.4674835205078,22.530000686645508,198.31346130371094,115.7997817993164,89.11419677734375,113.14408111572266,72.42329406738281,153.90367126464844,160.29656982421875,93.86038208007812,42.93009948730469,76.54177856445312,91.4974365234375,35.882423400878906,70.45146179199219,25.406553268432617,20.853118896484375,204.29385375976562,169.4465789794922,105.45492553710938,23.90889549255371,51.2049560546875,141.3909149169922,29.333812713623047,143.72007751464844,188.9199981689453,31.638904571533203,33.69169235229492,58.026615142822266,87.85574340820312,32.34051513671875,107.79032135009766,84.2063217163086,46.71748352050781,30.838294982910156,69.08112335205078,70.4299087524414,120.89107513427734,144.4529571533203,117.69615936279297,110.08357238769531,82.23738861083984,98.30520629882812,53.13862228393555,141.63601684570312,164.44273376464844,141.72962951660156,42.412593841552734,213.8134307861328,440.3638000488281,154.27197265625,49.38029479980469,148.63429260253906,69.93374633789062,90.49211883544922,267.4430847167969,48.58069610595703,1862.62255859375,34.31854248046875,192.8007049560547,58.52552032470703,78.62993621826172,57.4926643371582,50.067996978759766,70.86621856689453,158.39999389648438,140.4566650390625,35.0818977355957,145.51834106445312,98.94772338867188,366.2288513183594,69.74146270751953,32.571842193603516,27.43000030517578,211.6627960205078,61.67620086669922,16.877182006835938,85.37953186035156,84.63578033447266,71.78781127929688,139.2925262451172,60.886959075927734,116.10411834716797,153.7535400390625,58.609130859375,126.1854248046875,61.251304626464844,41.77934265136719,17.569990158081055,76.86752319335938,17.987619400024414,271.6942138671875,247.95855712890625,79.5660629272461,109.95356750488281
2018-01-12 00:00:00-05:00,41.434261322021484,82.40738677978516,56.10856246948242,65.26000213623047,5.512739181518555,178.12574768066406,22.4146671295166,201.17300415039062,116.57559204101562,90.58549499511719,113.38011932373047,71.98946380615234,155.252197265625,161.72927856445312,94.58965301513672,43.72013473510742,77.06452178955078,91.88886260986328,35.9681510925293,71.2108383178711,25.845739364624023,20.91564178466797,205.7722930908203,171.64768981933594,106.86111450195312,23.89581298828125,51.10941696166992,142.27960205078125,29.58308982849121,143.8692626953125,195.0500030517578,32.2464485168457,33.53004455566406,58.36960220336914,89.48316955566406,32.219051361083984,108.91663360595703,84.88961029052734,46.971736907958984,30.801420211791992,68.84400177001953,71.25947570800781,121.77145385742188,144.75282287597656,118.38378143310547,109.37290954589844,86.63530731201172,98.76923370361328,53.098018646240234,144.033447265625,165.5987091064453,142.65106201171875,43.13251876831055,215.40574645996094,454.77996826171875,155.7011260986328,49.54048538208008,150.26747131347656,69.705322265625,90.70771789550781,271.5782775878906,48.80898666381836,1888.49951171875,34.9434928894043,195.08624267578125,58.49591064453125,79.34559631347656,58.466590881347656,50.40178298950195,71.49600219726562,157.92999267578125,139.67999267578125,35.04888153076172,145.17880249023438,100.03700256347656,364.93603515625,70.48944091796875,32.27671813964844,27.459999084472656,216.004150390625,61.52162170410156,16.822751998901367,85.79476928710938,84.48863983154297,72.00148010253906,140.54530334472656,61.61396408081055,116.0433120727539,155.04034423828125,60.82678985595703,127.37940979003906,61.308815002441406,41.76957702636719,17.737638473510742,76.94595336914062,17.8699893951416,276.6094055175781,250.58566284179688,80.35424041748047,108.34871673583984
2018-01-16 00:00:00-05:00,41.223690032958984,81.25770568847656,56.11103820800781,65.24299621582031,5.441781997680664,177.15252685546875,22.67066764831543,204.92124938964844,117.45530700683594,90.26390838623047,113.66336822509766,72.47953796386719,155.21392822265625,161.6387176513672,93.46390533447266,46.26165771484375,75.56716918945312,92.2646255493164,36.26430892944336,72.73665618896484,25.88717269897461,20.833335876464844,203.65748596191406,171.3703155517578,105.16989135742188,23.935047149658203,50.761966705322266,140.36904907226562,29.530298233032227,143.96044921875,192.4600067138672,31.9860782623291,33.40074157714844,57.24136734008789,89.64193725585938,31.748355865478516,107.58284759521484,84.95793151855469,44.81050109863281,30.846498489379883,69.08773040771484,69.89772033691406,120.86814880371094,142.9450225830078,117.66255950927734,109.84892272949219,86.72978973388672,97.87798309326172,55.428871154785156,144.422607421875,163.9114227294922,141.82176208496094,42.72560501098633,216.6041717529297,460.895263671875,153.5999755859375,49.77277374267578,148.705322265625,69.59928131103516,90.14173889160156,266.6191711425781,49.767822265625,1888.5682373046875,34.18907928466797,196.32958984375,59.40641403198242,80.2768783569336,58.672035217285156,50.53529357910156,71.07613372802734,155.7100067138672,140.02333068847656,35.478031158447266,146.3166046142578,100.81385040283203,368.1680603027344,70.62970733642578,32.14714050292969,26.979999542236328,217.74249267578125,60.83568572998047,16.990522384643555,84.2041244506836,84.10778045654297,71.24079132080078,139.4738006591797,60.98180389404297,115.6406021118164,155.60552978515625,59.36947250366211,125.50442504882812,61.96610641479492,41.87690734863281,17.402341842651367,76.85008239746094,17.48092269897461,274.31854248046875,252.59593200683594,80.2345199584961,110.49127960205078
