Metrique,Moyenne,Mediane,Ecart-type,Min,Max,Percentile 5%,Percentile 95%
total_return,136.90161856563566,134.80568820762636,22.879287575460477,92.52697910118103,215.5285935745239,103.98016874341965,176.11676602973935
sharpe_ratio,8.869157782729367,8.743836886470781,0.8734047448024824,7.391408268131395,11.617326128218837,7.657988119674451,10.275907475599645
max_drawdown,-6.190435679004167,-5.947648057764637,1.774203576805355,-11.474494251305414,-3.233301559448242,-9.465458609584896,-3.6684669328689576
