n_stocks,lookback_months,stop_loss_threshold,mean_return,std_return,min_return,max_return,median_return,mean_sharpe,std_sharpe,mean_drawdown,std_drawdown,win_rate,risk_adjusted_return,sharpe_of_returns,n_simulations
15,9,-0.1,116.4629613849163,35.38152269618086,59.880289337158196,192.21349742126466,117.50344405174255,7.824194109540704,1.7587124038874145,-10.59589172839134,5.6048459457719995,100.0,10.991331769921512,3.2916322563326963,20
15,9,-0.15,121.57151549830436,30.970583100553473,76.490152633667,187.99256588363647,120.01937327480314,8.0612398848348,1.824258931547654,-9.722226309136193,5.122517393392585,100.0,12.504493480475855,3.9253867162782536,20
15,9,-0.2,127.40931885957721,36.10162207691578,77.42111690711975,207.40128504753113,127.90886883449554,8.06865379388759,1.8119671229379284,-9.847353386330463,5.548960839447599,100.0,12.938432679428322,3.52918543627007,20
15,12,-0.05,129.3275577820301,34.05593482474868,90.36333208084106,217.34821010398866,114.76990160942077,8.167960132492999,1.231817847745897,-8.661107228069651,2.944437347428051,100.0,14.931988991302912,3.7975042660713245,20
15,12,-0.1,120.13217363924983,28.79944845046605,88.88227579021454,195.72223378944398,111.7384827003479,7.772118818937687,1.2194530925137435,-9.229131838148831,4.282615916135405,100.0,13.016627755026827,4.171335914501022,20
15,12,-0.15,123.01778619771002,29.7176871471859,72.6429338798523,173.543714220047,123.40587721252442,8.008901400367577,1.72603162913074,-10.158369554191982,4.884543316717232,100.0,12.109993197377344,4.139547791469335,20
15,12,-0.2,124.4533855147362,35.909047369428876,71.11900021743774,196.64896679973603,114.73173704528809,7.871624814259208,1.5779792109656565,-10.429377177165783,4.519911191731489,100.0,11.932964298886045,3.465794684954228,20
20,3,-0.05,134.09400826210975,24.166694530986234,83.13832829093933,175.69724995422362,143.9684040222168,9.005104269558036,0.9665531227334597,-6.477917761664736,1.5920550655399177,100.0,20.700171443307955,5.54871118556061,20
20,3,-0.1,125.62129097537994,20.357388138780134,87.26812351799012,157.77750274848938,122.47033957099914,8.74313541858907,1.1031941872287112,-5.962231929383867,2.595989454687136,100.0,21.069507604405043,6.170796082434349,20
20,3,-0.15,127.81314337072374,30.57697787228557,75.72670329856872,199.60135640144347,125.88883112812043,8.896403245793966,1.3764370823091374,-6.835615994001088,2.17162133527657,100.0,18.698116377937566,4.1800449967480695,20
20,3,-0.2,146.35071955213547,37.316106039038786,87.22162387084961,219.4116136417389,143.18489162254332,8.531963903352558,1.5948936920965222,-7.789595615011697,3.348013924752506,100.0,18.787973957222643,3.921918310528664,20
20,6,-0.05,125.8133848725319,28.733096794247363,68.26283981704712,208.64161184120178,121.19492023849486,8.470798322055819,1.1118554965672185,-7.718803387724397,2.5947632112062626,100.0,16.2995970428032,4.378692132402551,20
20,6,-0.1,128.14874871258735,23.78908111038331,87.16078005027771,170.01162302970886,134.98341742563247,8.71292515271335,1.0682806962660198,-7.9236040056148,2.0575622225738286,100.0,16.173038004142935,5.386872578977158,20
20,6,-0.15,139.98817283172608,31.62110653289717,88.17324385261536,207.94344083976745,133.87250346374512,8.222724705097356,1.6634968772147904,-10.292373681143442,5.616393299160686,100.0,13.601155298917785,4.42704851856113,20
20,6,-0.2,142.07223502044678,36.27154116425655,94.03155436897278,235.18802324676514,133.80300302124024,8.258323098730605,1.4798170432877829,-10.437396958458782,6.259346787139734,100.0,13.611845519136564,3.9169064908785995,20
20,9,-0.05,133.85172783031464,36.590033465019076,87.9904535179138,223.10123974609377,122.20657176113129,7.847524865254391,1.514092184232354,-12.555036050041439,7.747395301906256,100.0,10.66119820738172,3.658147182573091,20
20,9,-0.1,129.89523651418685,30.519133274031766,90.24829190063477,186.3371444759369,124.41798065662384,7.649075260224227,1.6117183842555671,-12.407851988302161,6.141996988651948,100.0,10.468793199390927,4.256190218374012,20
20,9,-0.15,135.61309991903303,28.191671127607787,93.23609117507935,191.95604091453552,132.91301198768616,7.941376794614589,1.5934979345008713,-11.04430262465004,5.853581566072108,100.0,12.279009777978644,4.810395925278393,20
20,9,-0.2,132.17763680734632,25.66088519059031,100.44102194404603,189.43427887916565,128.58692831802367,7.871697159944908,1.568532571963154,-11.056458910080883,5.866248414127197,100.0,11.954789312049222,5.150938318207941,20
20,12,-0.05,128.28865630952117,23.27623001421703,88.58401462936402,181.77579651260376,127.55966215610505,8.141722920457319,1.1797244188880482,-9.83691102127699,4.054078683647493,100.0,13.041559086184277,5.511573662537402,20
20,12,-0.1,126.29061119054556,25.015916721374783,82.01164952468872,188.68356942176817,128.6973320531845,8.218412278376077,1.0138931516300638,-8.278389989358143,3.168562159250895,100.0,15.255455632422724,5.048410282028037,20
20,12,-0.15,128.88038013976814,27.019623021355194,87.22623149299622,180.082879655838,129.52669977760314,7.703002312114153,1.4673150583292671,-11.99107238464869,5.6588301693932435,100.0,10.748027866528805,4.769880765468356,20
20,12,-0.2,127.94576025857923,25.83733630682775,86.79445408058166,182.74166055488587,127.12156968212128,7.571484290176151,1.483247927379586,-12.514567835558813,5.77776838545018,100.0,10.223745792885868,4.951971779876101,20
25,3,-0.05,132.7709065238953,19.16322931259636,101.32744488525391,179.20205542373657,130.04215452194217,8.99784926328639,1.0479901220037486,-5.967309538642981,1.6533640558960399,100.0,22.249709967968005,6.928420276045145,20
25,3,-0.1,123.34077760553359,16.335999683946188,98.50319227981568,161.78665769958496,121.77620783042907,8.610999820746141,1.0132877178181832,-5.939066823092653,1.372351781642427,100.0,20.76770329068402,7.550243633191532,20
25,3,-0.15,125.262843638134,27.738776423604058,79.54599997711182,187.44572405433655,119.57755096817016,8.613193372265831,1.015517017771235,-6.181577213555478,1.5390639527951742,100.0,20.26389694905811,4.515802778219977,20
25,3,-0.2,137.25883662891388,34.00521716905718,92.66418322753907,222.28756057929994,132.46793127918244,8.152972939125167,1.0590966977304308,-7.061013629046829,2.3168075410059825,100.0,19.438970640741072,4.036405235894557,20
25,6,-0.05,124.3671859008789,24.70987692971802,95.71406092858314,206.0683183078766,118.72699857759476,8.4135530267279,1.2272555426671277,-8.347816164344785,4.311287225260518,100.0,14.898170186362796,5.033096128103545,20
25,6,-0.1,125.08743412771226,20.911718811283077,92.85440387725829,179.28472166061403,121.8347849407196,8.63607835502429,0.9296689645846453,-6.705680343850572,2.2428593637294982,100.0,18.653951234407316,5.981690709241001,20
25,6,-0.15,133.97329606933596,28.6780074391475,88.58144404602051,209.19071040534973,130.80629922056198,8.132754556489207,1.2136249946481439,-9.336499000432127,4.283578292837966,100.0,14.34941470706902,4.671638932851833,20
25,6,-0.2,132.2163228720188,29.320995921964908,92.56063562393189,198.59879766464232,127.2033311495781,7.673730033644114,1.225975285563328,-10.56713506760458,5.4088025759116585,100.0,12.51203112538528,4.5092712138393996,20
25,9,-0.05,133.647502129817,31.29678667577949,94.51581311535836,210.0230724964142,126.4659835639,7.750743846071899,0.9064354036267689,-11.776222947799583,4.417258032857045,100.0,11.348927641930334,4.2703266477272726,20
25,9,-0.1,130.09898267713783,30.00936270073821,95.78166089630128,210.28501067543027,121.83770566701888,7.4816826407048795,1.1140704457582375,-10.805591884031886,4.5929973752420485,100.0,12.039968201037967,4.335279758338136,20
25,9,-0.15,137.52781597046857,31.85573943735101,89.95256089401245,204.02880757427218,129.75451559734344,7.598589832220627,0.9262653373397816,-10.566413920416746,4.562781070782504,100.0,13.015562044634002,4.317206833039843,20
25,9,-0.2,127.64069447622299,27.199484309881658,93.38884984207154,188.3359603176117,122.13302102708816,7.61689094241333,1.1186747653354498,-9.960224521500953,4.6314946144099025,100.0,12.815041889938062,4.692761562021627,20
25,12,-0.05,125.8218292810321,26.897415387419564,85.78644827842712,205.67187999343872,119.19994332265853,8.174547756369925,0.6585951108365652,-8.122809690458421,2.2592705736993515,100.0,15.489939328362029,4.6778408805732825,20
25,12,-0.1,120.24545229512451,22.34671021557092,88.97367140865326,173.06565371131896,119.38550606060028,7.947148914652269,0.8929226499652105,-8.015278559085903,2.512258917073421,100.0,15.002030360980719,5.38090175847624,20
25,12,-0.15,127.37654935557842,21.809359153848092,91.99230085372925,184.31015851783752,122.78055021429063,7.451497301875643,1.0189743342129571,-11.777083127450311,4.962680544713769,100.0,10.815627942600326,5.840453562025174,20
25,12,-0.2,124.94595248193738,25.62629387156324,92.07467237186432,174.73834143257142,123.90431493902207,7.541720536201066,1.006811223765143,-11.34955282335039,4.624915576257111,100.0,11.008887700392528,4.8756934228630815,20
30,3,-0.05,138.57148802251814,16.123481557138224,111.49356482124328,175.85027163887023,137.04976086890696,9.0368258292327,1.2007268216483236,-6.221930311605878,1.4905279903093767,100.0,22.271462565891852,8.594389960471624,20
30,3,-0.1,125.28526809130904,18.02830377527834,95.38083249855042,155.86511772727965,123.69716352844239,8.559192616536727,0.8239280740924091,-5.77491467189821,1.6753415576601773,100.0,21.694739266186918,6.9493652676914,20
30,3,-0.15,133.44416406890156,26.001658304520525,93.45400338363648,187.76802971839905,131.73904092311858,8.731024206323427,0.9521768794740741,-6.113058739710585,1.2325714284602858,100.0,21.8293606770118,5.1321405160416855,20
30,3,-0.2,147.16538899278643,37.76279213232974,88.79932910156249,207.3728802909851,148.00783910560608,8.30593306702792,0.9446572186816793,-6.984897525109,2.2377734158464393,100.0,21.069083470983333,3.897100311785319,20
30,6,-0.05,125.27970860685109,17.136131620270568,88.62401081037521,154.1176547985077,124.07169663095473,8.65123287911447,0.7799507426211285,-7.434518680167713,2.0132065754723754,100.0,16.851085321911512,7.3108512109381785,20
30,6,-0.1,133.36714741981027,25.4693794510835,85.69359881210326,187.02894508743287,131.81221051216124,8.794777058504827,0.8738579867076839,-6.695523298512765,1.862930939232453,100.0,19.918853459808627,5.2363720787133925,20
30,6,-0.15,148.83296294966937,32.46579321018594,95.56566022109986,208.31290552568436,133.2753221645355,8.139856859878968,1.257027509740906,-9.617195160131377,4.113162774502412,100.0,15.47571412158347,4.584300835840165,20
30,6,-0.2,139.30069407429693,34.542894234390964,92.97981106948853,224.24477682209013,127.48591875362396,7.853876769739284,1.1481924386402156,-10.77878852629418,5.379526917000232,100.0,12.923594681766101,4.032687392349681,20
30,9,-0.05,138.3845517000556,26.119806041307417,100.93573778438567,201.1693504152298,132.9112571015358,7.678382493740554,0.9758616553894622,-12.820656911204889,5.210642265395783,100.0,10.793873719459059,5.2980696518651795,20
30,9,-0.1,135.6980868477702,28.675049152648572,83.06244778442384,186.44281874275208,129.91781998252867,7.497570499370886,1.1021632154999415,-12.462735866216054,4.771096511072391,100.0,10.888306412368104,4.732270418278828,20
30,9,-0.15,138.84685025355813,28.142719169266126,84.44834505844116,210.05020037746428,143.23681117534636,7.7660145532458404,1.0943701317279986,-10.991479899176266,4.891638998259512,100.0,12.632225280597904,4.933668613130634,20
30,9,-0.2,134.91344884674552,30.74311233142445,90.87866079330445,203.57267995166777,127.53817251586915,7.48381366667216,0.9456842719429125,-11.369568232322695,4.814174060713513,100.0,11.866189294963577,4.388412187820102,20
30,12,-0.05,135.20454878946538,20.660643350680818,103.4454069263935,166.57027297782898,138.0605199828148,8.192741804024351,0.7004231907638749,-8.663225084768708,1.9689826281650333,100.0,15.606722377232922,6.544062858769113,20
30,12,-0.1,128.6443955011606,16.45114648029392,94.19932191848754,153.24667041015624,133.42010759019848,7.95044400383844,0.6338687652791181,-8.956118179098437,2.311529885561807,100.0,14.36385640839216,7.819782995383201,20
30,12,-0.15,136.91956801377535,21.296858326081228,104.40770077896117,178.97901182937622,134.54941187000276,7.563024556615737,0.9138881119233698,-12.443227789742327,5.090017257735637,100.0,11.003541068873309,6.4290970018848554,20
30,12,-0.2,128.79661693843605,25.5306962260374,90.57603994369506,182.89217541313172,123.43633795547484,7.396426990622592,0.8461338183259287,-12.065322643850417,4.7582879913650435,100.0,10.674941793129957,5.044774956316437,20
